id,stock_id,date,open,close,volume,high,low
1,1,2024-01-01,152.43463173442683,152.2066614639397,3636324,153.5059891168854,151.10147191196393
2,1,2024-01-02,153.32839763566042,152.9701898376716,3574948,154.103035201344,152.56806402435168
3,1,2024-01-03,157.01834600751022,157.08428405437354,4720140,158.2153552904368,156.16891552404783
4,1,2024-01-04,158.31869987460976,158.64231392890068,4060663,159.55677571354585,156.896754179478
5,1,2024-01-05,158.05479094706365,158.27346402641135,1572439,159.09091987454823,157.70603583967144
6,1,2024-01-08,163.8560286258674,163.71693763024268,2773760,164.18114628055443,163.1603373751252
7,1,2024-01-09,163.94926921900446,163.33372128555547,2359133,165.25075805635302,161.37754910009133
8,1,2024-01-10,163.7510104208501,163.60418571511676,3489574,164.2757175533043,162.43725998706415
9,1,2024-01-11,163.0396970872349,164.0849408222267,4312153,165.28296274902075,162.04843383313545
10,1,2024-01-12,163.18015025179253,162.97765256935116,2408580,163.70249351561105,162.38443988250305
11,1,2024-01-15,168.0221636876315,168.4267406629046,4932524,169.44110597357655,166.65341763665816
12,1,2024-01-16,167.68400252551154,168.6265885381823,4838140,169.97915645947305,166.65884434477132
13,1,2024-01-17,168.75611424093293,169.06940177970287,3927700,170.42895720458193,168.27135758789765
14,1,2024-01-18,168.2633520740326,167.59945599489606,1419948,169.28928907585492,166.3635899878585
15,1,2024-01-19,165.1180956150773,165.91652663545742,1718666,167.24010582332,163.7834952407847
16,1,2024-01-22,163.5165332709283,163.91780107694575,3812693,164.61779891633543,162.52288719941473
17,1,2024-01-23,162.80709550144456,163.21712827926746,4858048,163.86045389083975,162.29236591023297
18,1,2024-01-24,161.71177288276218,161.75704381595526,2714833,163.61747807440116,159.56800644661405
19,1,2024-01-25,163.04253897143622,163.6412224615424,1097845,164.95213585221902,162.12613935557738
20,1,2024-01-26,165.4699312640531,164.3821008345258,4323544,166.78237793148142,163.46060007873825
21,1,2024-01-29,161.7920462250569,162.6562467986243,3611773,164.12557280533278,160.68996019566077
22,1,2024-01-30,164.74378496440036,165.59216067009237,2602604,166.5893766253477,164.2098418721029
23,1,2024-01-31,167.7010089822306,167.35022097128797,1421237,168.22836579101426,166.9770971395237
24,1,2024-02-01,169.12368598149516,169.38744143395147,3946986,169.9249893232454,168.92208150065565
25,1,2024-02-02,168.885416687372,168.4259467502673,1054699,169.36574883626028,168.0976862394811
26,1,2024-02-05,169.62167448275912,169.9601076508007,1433381,170.44774532429108,168.6271661666988
27,1,2024-02-06,170.07518247491947,170.1153614228171,3634380,171.78479322059923,169.28527421670267
28,1,2024-02-07,170.19408036399054,169.97814530817067,2375707,171.82902034357244,168.09625849859796
29,1,2024-02-08,167.09814239919854,167.54138920146684,2546899,168.68243847219537,166.0450297951533
30,1,2024-02-09,167.36561672164962,167.63107530827492,3702315,168.4573889806146,166.83575237499986
31,1,2024-02-12,169.802869743361,169.51659622901272,2868056,169.94417257172157,169.24369979607835
32,1,2024-02-13,170.47552164889018,170.68715009474997,1388680,172.09630879570324,169.8668700269676
33,1,2024-02-14,169.13673185100205,169.14898232372465,4025070,170.0073858720578,167.5393609152217
34,1,2024-02-15,173.20260376821489,173.3746329241756,4966663,173.69232772570834,172.81612393315478
35,1,2024-02-16,173.10675825420049,172.41889467579963,2221806,173.9333743952524,171.27360616811515
36,1,2024-02-19,173.05160323398798,173.75224956142443,1976708,174.42121688230338,172.177643155496
37,1,2024-02-20,172.78382524831807,173.1685918598753,2738236,173.7692363659097,172.39078103993606
38,1,2024-02-21,171.5738268941545,171.98543423697674,1896688,174.04710765220318,170.0567864189293
39,1,2024-02-22,173.32477138589567,173.79243642282657,4578932,174.58251288114954,171.8978350900185
40,1,2024-02-23,172.86980907807683,172.3166660845662,4762004,173.58619209825633,170.9204266949178
41,1,2024-02-26,176.0373244246408,175.53874493743675,2066743,176.47380505355383,174.6470553099129
42,1,2024-02-27,180.75075238713103,180.56490727686835,2735401,180.93086268886265,180.2675287667898
43,1,2024-02-28,182.9196626094784,182.8805309124249,4060988,184.1998297685084,181.32073816684465
44,1,2024-02-29,181.750710946278,182.2722143575072,3654397,183.1041778234845,181.12316125498504
45,1,2024-03-01,183.77567566795503,183.8608567717364,4087349,184.6037838298526,182.6060515478329
46,1,2024-03-04,181.76186046877388,181.95053888725013,1932188,182.7535733228677,180.96783504744184
47,1,2024-03-05,183.69105292769552,184.20675987180857,1658065,185.61524298655948,183.1630943913238
48,1,2024-03-06,183.41450165766403,184.56040951871003,4330143,186.73519282213127,182.2075794864465
49,1,2024-03-07,186.32676747809404,186.1562137861335,1912129,186.82817609169328,185.4724399188309
50,1,2024-03-08,185.3209385722204,185.1109017468776,3221278,186.14606231815924,182.9365863021245
51,1,2024-03-11,190.44362614435133,190.45749976091244,2587722,191.72292847851537,188.60494002820136
52,1,2024-03-12,192.6559042068204,193.1316106320021,3270772,193.7345040145101,191.9996657867152
53,1,2024-03-13,194.3884676709908,194.05567619493945,3611740,195.26505464561072,193.0446854723
54,1,2024-03-14,199.4880366040008,199.53517835953625,2715774,199.77898090025107,199.4119613122318
55,1,2024-03-15,197.35548270948743,196.6670397932315,4504589,198.76031745994104,194.87599541346967
56,1,2024-03-18,194.4649087435229,194.5069490030918,2803127,195.3208604279817,192.716604948923
57,1,2024-03-19,197.469710493034,196.9415995018756,3966761,198.182292624688,196.35759474749955
58,1,2024-03-20,195.95687082747008,196.46557544416885,2654281,197.56183662136965,195.28362816440813
59,1,2024-03-21,198.3600878349786,198.99720128602328,2068591,200.9518470228442,196.6214623790444
60,1,2024-03-22,201.23827234868503,201.3370264175572,4676436,201.78285221452043,200.7761835571132
61,1,2024-03-25,204.359725955438,204.18756360427025,3427125,204.6838028670703,203.58235585984053
62,1,2024-03-26,213.75424883611333,212.81422275060257,2030284,214.76702276775208,212.163812779008
63,1,2024-03-27,211.26475997799184,211.44750661302515,2427443,212.05980944060423,210.7127360665375
64,1,2024-03-28,212.27519628161608,212.73855124328009,3999891,213.60069347372925,211.8531360789281
65,1,2024-03-29,210.7572796639414,210.4302658976596,3435507,211.39071906384515,209.63556689676744
66,1,2024-04-01,207.67529670066915,206.89103736864223,2983529,209.28686272560304,205.84600830466127
67,1,2024-04-02,206.2560307657496,206.51009312704,1222536,207.9051010327774,205.8015050107927
68,1,2024-04-03,209.31942806898144,210.49202096942784,3897573,213.3409180983481,208.2215295371469
69,1,2024-04-04,206.1333073572457,205.9511170521468,3328730,207.2056978318308,205.2106763422376
70,1,2024-04-05,212.54938098643512,212.2333209471388,1117378,213.3993148752496,211.0914625948628
71,1,2024-04-08,211.9950165420608,212.05741416637883,3555514,213.2806884561068,211.56683886704488
72,1,2024-04-09,210.36511043633936,211.5580971260852,2496342,213.60478233493552,209.4801922341439
73,1,2024-04-10,210.8473133648608,211.922295238512,2547082,212.69949231929127,209.85451033047343
74,1,2024-04-11,209.76697458947905,209.98257470048512,2036305,210.78583851786524,208.5906814091199
75,1,2024-04-12,205.94651513243545,205.74684963751605,4127724,207.31830775800407,203.3251894424264
76,1,2024-04-15,206.05679749821627,205.6701685944309,2884279,207.88240182447845,203.9478298007048
77,1,2024-04-16,208.58432264804088,207.9567803014361,3784471,209.7305772260576,206.46137797063025
78,1,2024-04-17,216.38171555280925,215.4703306109871,3837300,217.59887953919448,214.6760651124243
79,1,2024-04-18,215.00178388452736,215.6865699603526,1889899,218.0097813400949,213.1759964506356
80,1,2024-04-19,219.0890763197337,219.6215935397851,3171694,220.5793928603856,218.1450905973647
81,1,2024-04-22,214.5075360065676,215.13337052463328,4846968,215.80219030099684,213.15858760091743
82,1,2024-04-23,210.5994559252273,210.72397911175847,1401550,211.21291353534377,210.0970189347568
83,1,2024-04-24,212.24271099233687,211.8179051926328,2153403,212.7508090456571,211.01493537796864
84,1,2024-04-25,211.8799824460752,211.8498027286159,3960870,212.8237416346961,210.3079255281524
85,1,2024-04-26,214.1019275416757,213.24170410744097,1616222,214.91627157986096,211.4919702076362
86,1,2024-04-29,217.1819119937703,216.7385944406493,1779987,217.5808830422431,216.2397697132313
87,1,2024-04-30,226.5526273215433,225.34189985263552,3036618,227.5615077635437,222.9276871078014
88,1,2024-05-01,220.86926223303715,221.0297143320568,4185922,222.6361959595513,220.1862958604709
89,1,2024-05-02,223.7218327303503,222.7728986959549,4080776,225.6886864971612,221.0079392187368
90,1,2024-05-03,227.2601104415656,226.99947871609024,3215907,228.07610704645967,226.00360018502835
91,1,2024-05-06,226.02775258891663,224.84348793293327,3829082,226.88969362393723,223.12023358942469
92,1,2024-05-07,222.029867832136,222.31996679400893,1258972,224.13088280831224,221.43202183344755
